Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2018-01-02,40.3809814453125,40.39036020045974,39.67772504104546,39.8887041084938,102223600
2018-01-03,40.373966217041016,40.91781978294062,40.31067568933175,40.44429260255542,118071600
2018-01-04,40.56149673461914,40.66464160959015,40.33879952381251,40.44663020077451,89738400
2018-01-05,41.02330780029297,41.110041649304335,40.56619165733656,40.65761488592784,94640000
2018-01-08,40.87093734741211,41.1663038787812,40.77247826000714,40.87093734741211,82271200
2018-01-09,40.866241455078125,41.03736622619869,40.65057652697938,40.91781389190044,86336000
2018-01-10,40.85686492919922,40.8592114072408,40.55446614853844,40.59197402772143,95839600
2018-01-11,41.08893585205078,41.138165384539846,40.903746533911104,40.9271862728053,74670800
2018-01-12,41.51323699951172,41.576531096215895,41.175673253020285,41.29991496847226,101672400
2018-01-16,41.30226516723633,42.05240490649083,41.29054350724283,41.7031194695957,118263600
2018-01-17,41.98442077636719,42.01958217586065,41.03971302253019,41.29288225277923,137547200
2018-01-18,42.02192687988281,42.21884145633942,41.78516510025594,42.04771309960045,124773600
2018-01-19,41.834388732910156,42.09693669519118,41.58824822979784,41.86955012894861,129700400
2018-01-22,41.49214172363281,41.67498816371669,41.39837560249429,41.56246810296082,108434400
2018-01-23,41.50151824951172,42.064125725414605,41.4499493850786,41.562469449479835,130756400
2018-01-24,40.8404541015625,41.56246462005955,40.60134586266364,41.55074296166244,204420400
2018-01-25,40.111412048339844,41.01157962956729,39.97544867769382,40.908434756873895,166116000
2018-01-26,40.20518493652344,40.32005148718261,39.86527824112005,40.32005148718261,156572000
2018-01-29,39.37299346923828,39.888714248072546,39.16436082601655,39.888714248072546,202561600
2018-01-30,39.14091491699219,39.2346810244076,38.60878313619308,38.80335120718038,184192800
2018-01-31,39.24876022338867,39.485525634894486,39.030752332700125,39.117486193260206,129915600
2018-02-01,39.3307991027832,39.527710102026376,39.09169084544609,39.18780344398676,188923200
2018-02-02,37.62423324584961,39.101073023225936,37.53046711713781,38.9135371888538,346375200
2018-02-05,36.68421173095703,38.41656710692607,36.56934519233104,37.29604514936819,290954000
2018-02-06,38.21730422973633,38.37905380601022,36.10050233360357,36.29507040528465,272975200
2018-02-07,37.399192810058594,38.304049981605374,37.28901920878408,38.23138068893653,206434400
2018-02-08,36.370086669921875,37.74143850604499,36.34195754982027,37.57499953256489,217562000
2018-02-09,36.8149528503418,37.16330635492814,35.3626915731979,36.97030099389213,282690400
2018-02-12,38.297813415527344,38.575553796967,37.073862281325994,37.306884493194126,243278000
2018-02-13,38.681461334228516,38.777965783274304,38.048303078509086,38.11891617760433,130196800
2018-02-14,39.394649505615234,39.434662760544875,38.33781974683445,38.375476956953584,162579600
2018-02-15,40.71745681762695,40.74099212471423,39.77831079062471,39.96425516020043,204588800
2018-02-16,40.58564758300781,41.14819642230458,40.43030304966786,40.569173225750966,160704400
2018-02-20,40.449127197265625,41.01637726422879,40.347914249791,40.496201399832955,135722000
2018-02-21,40.26554489135742,40.98343473257969,40.25141939484181,40.679803000841424,149886400
2018-02-22,40.60212326049805,40.94341575220747,40.416178884970336,40.43736173948644,123967600
2018-02-23,41.30825424194336,41.34355900553718,40.84691831230039,40.877518168436644,135249600
2018-02-26,42.125,42.223856918735805,41.47536728050816,41.50831958675342,152648800
2018-02-27,41.988487243652344,42.480419442055016,41.93435207517368,42.15560483965056,155712400
2018-02-28,41.92493438720703,42.51337105260813,41.90846002817264,42.19326136296864,151128400
2018-03-01,41.1905632019043,42.31565372661089,40.63978739020082,42.023787871542986,195208000
2018-03-02,41.475364685058594,41.49654753956239,40.590353787227414,40.67273634345124,153816000
2018-03-05,41.61894607543945,41.835490315892,41.077583678542055,41.23999275676447,113605600
2018-03-06,41.58363342285156,41.955525751096125,41.45653270912497,41.875499242767106,95154000
2018-03-07,41.1976203918457,41.39062930858743,41.018736969513085,41.17643753752969,126814000
2018-03-08,41.647186279296875,41.68955198741114,41.20703688451729,41.30353775017703,95096400
2018-03-09,42.36272430419922,42.36743280236171,41.75310488306619,41.88727014420893,128740800
2018-03-12,42.772274017333984,42.9299745735784,42.416859652502374,42.43568646057892,128828400
2018-03-13,42.360374450683594,43.19124664653415,42.18855196829092,42.977054861142236,126774000
2018-03-14,42.00023651123047,42.4898160206052,41.85194939108182,42.44274182752759,117473600
2018-03-15,42.0496826171875,42.423931065450915,41.91316847154397,42.01437785392321,90975200
2018-03-16,41.901397705078125,42.16030767446724,41.80724568677387,42.049681297667405,157618800
2018-03-19,41.261165618896484,41.77192803922068,40.87515144175358,41.736623287954714,133787200
2018-03-20,41.24705505371094,41.61423893390935,41.176441940242285,41.24705505371094,78597600
2018-03-21,40.312618255615234,41.21174757208427,40.31026221047947,41.1999781210021,148219600
2018-03-22,39.74300765991211,40.644489331080045,39.684164002489396,40.01368704744385,165963200
2018-03-23,38.82269287109375,39.99485754775119,38.82269287109375,39.63473464352793,164115200
2018-03-26,40.66567611694336,40.743350176373866,39.175754267573126,39.55941606646361,150164800
2018-03-27,39.62295913696289,41.22585958164017,39.288727637339065,40.879858633759106,163690400
2018-03-28,39.1851692199707,40.0183974601968,38.8815375134174,39.36640869913229,166674000
2018-03-29,39.49115753173828,40.42559515689415,39.284026695472384,39.49821848374443,153594000
2018-04-02,39.23222732543945,39.76417609421088,38.712051593721284,39.222813923939576,150347200
2018-04-03,39.634735107421875,39.719470120673925,38.808571421863356,39.45820412910777,121112000
2018-04-04,40.392635345458984,40.48678374906972,38.78267393960822,38.808565289330886,138422000
2018-04-05,40.6727409362793,41.00932496761989,40.5032708980485,40.6209582250681,107732800
2018-04-06,39.632389068603516,40.59742308466145,39.59001975935393,40.24200861708244,140021200
2018-04-09,40.025447845458984,40.74098498477688,39.97837364800259,39.9854345980445,116070800
2018-04-10,40.77866744995117,40.95519847787303,40.37382267192772,40.71982377397721,113634400
2018-04-11,40.5880126953125,40.93636623583611,40.4138341292843,40.53858242943531,89726400
2018-04-12,40.98814392089844,41.19056627597308,40.72923035340795,40.81632142149058,91557200
2018-04-13,41.12700271606445,41.3882686648598,40.91987551099226,41.13877216433172,100497200
2018-04-16,41.38356018066406,41.47064762555562,41.15053805463268,41.19761225210025,86313600
2018-04-17,41.95317459106445,42.11793611080051,41.52243859491263,41.541268995958426,106421600
2018-04-18,41.859031677246094,42.08970144650777,41.633073998684004,41.85197072426181,83018000
2018-04-19,40.6727409362793,41.28236042827309,40.63978862837509,40.898698592898896,139235200
2018-04-20,39.006290435791016,40.30085111535037,38.93802977051973,40.154919969854056,261964400
2018-04-23,38.89330291748047,39.28873054920499,38.62261995362777,39.26754769569081,146062000
2018-04-24,38.35193634033203,39.14985605824976,37.947091757459134,38.99450796659433,134768000
2018-04-25,38.51905822753906,38.93567234410934,38.227195973821644,38.27662263674322,113528400
2018-04-26,38.653228759765625,39.00864322003151,38.45315885279838,38.629689856052146,111852000
2018-04-27,38.20600891113281,38.67911059037383,37.80822524046531,38.601436537089796,142623200
2018-04-30,38.89801788330078,39.36876723796921,38.09303691780167,38.16129758548682,169709600
2018-05-01,39.801841735839844,39.82537703822418,38.900356690154524,39.168683559746505,214277600
2018-05-02,41.56010437011719,41.837844737830906,40.90811557307444,41.24469960427315,266157600
2018-05-03,41.63541030883789,41.778988949734845,41.058743292344964,41.39768327030047,136272800
2018-05-04,43.26892852783203,43.36778546398447,41.93670695635998,41.95553736203654,224805200
2018-05-07,43.58197021484375,44.17275928199006,43.48546574823855,43.58667512184981,169805600
2018-05-08,43.79145431518555,43.83146757466914,43.231261499350936,43.541957761033636,113611200
2018-05-09,44.099788665771484,44.109202070237544,43.59608712584332,43.90913579943176,92844800
2018-05-10,44.730594635009766,44.808268696550556,44.16804939372825,44.18923584071716,111957200
2018-05-11,44.56047439575195,44.90780963637365,44.29111274030875,44.773130611342786,104848800
2018-05-14,44.45649337768555,44.78256395926463,44.387973127763935,44.6596962088264,83115200
2018-05-15,44.05245590209961,44.201314848435054,43.73583860532365,44.13279098837762,94780800
2018-05-16,44.46360397338867,44.529766338045015,43.94851026112656,43.96505175363614,76732400
2018-05-17,44.18241882324219,44.63608030646676,44.03355985337533,44.421062595632634,69176000
2018-05-18,44.02174758911133,44.37617098156991,43.979218512599275,44.22967713307568,73190800
2018-05-21,44.33364486694336,44.72114765770483,44.16352133876697,44.42106815586849,73603200
2018-05-22,44.22259521484375,44.62900105083375,44.13280678898637,44.5108599032874,60962800
2018-05-23,44.506126403808594,44.53920577581942,43.891791088886215,44.0312003616429,80233600
2018-05-24,44.45649337768555,44.619528668475084,43.99810894965167,44.6029907896858,92936000
2018-05-25,44.55812072753906,44.81094093734921,44.33837629322053,44.4754204726637,69844000
2018-05-29,44.39743423461914,44.598275593350905,44.154063800606444,44.32655244248424,90056400
2018-05-30,44.30292892456055,44.42107006835937,44.132805389059705,44.35491131626256,74762000
2018-05-31,44.1540641784668,44.475408191958955,43.98157914049399,44.23676441050668,109931200
2018-06-01,44.95033264160156,44.955055690317835,44.36198859216259,44.418697625184166,93770000
2018-06-04,45.32603454589844,45.701722541786346,45.2126200501436,45.281140331537905,105064800
2018-06-05,45.67572021484375,45.8245791829507,45.451252803117086,45.6190147834742,86264000
2018-06-06,45.83403015136719,45.857659818677284,45.34728928997988,45.75133352654392,83734400
2018-06-07,45.71116638183594,45.88601294210965,45.44652780606369,45.87183658375028,85388800
2018-06-08,45.2952995300293,45.36618491503513,44.83927658933057,45.17007024551719,106627200
2018-06-11,45.18424606323242,45.35909619678003,44.94324080461595,45.21260238012526,73234000
